FID,ogc_fid,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,nombre,descripcion,direccion,url,email,contacto,horarios,precios,titularidad,tarjetajoven,accesopmr,tlfcontacto,infoesp,wkb_geometry,VEINTICUATROHORAS,fiabilidad_pct
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e10,6220831,,,,,,,-1,0,-1,,,13685,DEA_337,Asociación Torre de las Palomas (La Araña) - Dentro del salón a la izq,"CALLE ESCRITOR AGUILAR Y LORA, 2",,segoviamorenosonia@gmail.com,,L-X-J-V-S-D 12 a 21h,,MUNICIPAL,No,No,,,POINT (-4.32672727540809 36.71249873485342),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e0f,6220832,,,,,,,-1,0,-1,,,7246,DEA_227,Centro Ciudadano Jose María Gutierrez Romera (Entrada patio cubierto),"CALLE REPÚBLICA ARGENTINA, 11",,asmon@sociedadexcursionistademalaga.org,,L a V 18:00 a 22:00 h.,,MUNICIPAL,No,No,653269469,,POINT (-4.399452529643026 36.72690376805821),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e0e,6220833,,,,,,,-1,0,-1,,,8931,DEA_475,"C. Deportivo Cerrado de Calderón (planta baja, frente a vestuario de niños)","CALLE LOS FLAMENCOS, 19",,jorgelanzat@colegiocerradodecalderon.es,,"L a J: 8:30 a 22:30
V: 8:30 a 21:30
S, D y festivos: 9:00 a 14:00
",,PRIVADA,No,No,952290077,,POINT (-4.38422143894611 36.72722831323361),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e0d,6220834,,,,,,,-1,0,-1,,,80084,DEA_806,PROMÁLAGA CITYLAB (CENTESIMAL),"PLAZA PINTOR EUGENIO CHICANO, 4",,areainnovacion@malaga.eu,,8:00-15:00 (L-V no festivos),,PRIVADA,No,No,,,POINT (-4.4227851416806025 36.72308310114575),No,84
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e0c,6220835,,,,,,,-1,0,-1,,,13064,DEA_503,Ilustre Colegio Oficial de Psicología de Andalucía Oriental - COPAO (SEDE MÁLAGA),"CALLE DEL DOCTOR MIGUEL DÍAZ RECIO, 28",,malagacop@cop.es,,Desde el 16 de septiembre al 14 de junio (horario de invierno): lunes a jueves de 09:00 a 20:30 horas. Viernes de 09:00 a 14:00 horas. Desde el 15 de junio al 15 de septiembre (horario de verano): lunes a viernes de 08:00 a 15:00 horas.,,OTRAS,No,No,,,POINT (-4.465008895506273 36.72268022985028),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e0b,6220836,,,,,,,-1,0,-1,,,12845,DEA_370,CENTRO CIUDADANOS PARQUE EL OESTE (1ª planta),"CALLE REALENGA DE SAN LUIS, 11",,cruzmariscal@hotmail.com,,L a V 16:00 a 20:00,,MUNICIPAL,No,No,677437741,,POINT (-4.448558894139108 36.69392100623132),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e0a,6220837,,,,,,,-1,0,-1,,,3750,DEA_121,CULTURA MIMMA (MUSEO INT. MUSICA) (entrada ),"CALLE BEATAS, 15",,soporteinterexpo@gmail.com,,L a D 10:00 a 19:00 h. Lunes tarde cerrado,,MUNICIPAL,No,No,658993416,,POINT (-4.42011292337035 36.72343026605356),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e09,6220838,,,,,,,-1,0,-1,,,14305,DEA_722,BIBLIOTECA MUNICIPAL JOSE MARIA HINOJOSA,"CALLE MANUEL RIVADENEYRA, 8",,efrances@malaga.eu//biblio.hinojosa@malaga.eu,,"INV. L a V 9:30 a 14:00 
M y J 16:30 a 20:30 h.
",,MUNICIPAL,No,No,951926178,,POINT (-4.468069236067567 36.725426980812514),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e08,6220839,,,,,,,-1,0,-1,,,80433,DEA_816,CEIP MARÍA ZAMBRANO (CENTESIMAL),"CALLE HAMLET, 23",,areainnovacion@malaga.eu,,7:00-18:00 (L-V),,PRIVADA,No,No,951293522,,POINT (-4.4656828112926155 36.710281661359),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e07,6220840,,,,,,,-1,0,-1,,,12364,DEA_372,ÁREA SERVICIOS OPERATIVOS DISTRITO 11 (Teatinos),"CALLE DEL DOCTOR MIGUEL DÍAZ RECIO, 1",,mjbermudez@malaga.eu,,L a V 7:30 a 15:00 h.,,MUNICIPAL,No,No,,,POINT (-4.465404292660204 36.72515394244818),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e06,6220841,,,,,,,-1,0,-1,,,10667,DEA_274,ASOCIACIÓN Comedor Ángeles Malgueños de la Noche (entrada),"CALLE FUENTECILLA, 2",,f.roldan@selma.es,,7:30 a 15:00h L-S,,MUNICIPAL,No,No,650341605,,POINT (-4.426940772508966 36.71925241040405),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e05,6220842,,,,,,,-1,0,-1,,,6827,DEA_563,METRO Estación El Clínico,"BULEVAR LOUIS PASTEUR, 13",,j.ocana@metromalaga.es,,24h.,,PRIVADA,No,No,952061641,,POINT (-4.47819599725408 36.71687398035244),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e04,6220843,,,,,,,-1,0,-1,,,4183,DEA_558,METRO Estación Ciudad de la Justicia. (Vestíbulo),"BULEVAR LOUIS PASTEUR, 12",,j.ocana@metromalaga.es,,"Lunes a Jueves	06:30-23:15
Viernes	06:30-01:45
Sábado	07:00-01:45
Domingo y Festivos	07:00-23:15
",,PRIVADA,No,No,952061641,,POINT (-4.463091007546999 36.71804410061018),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e03,6220844,,,,,,,-1,0,-1,,,4141,DEA_667,"UMA CIMES En la planta baja (dcha),cerca de la Sala de espera.","CALLE DEL MARQUÉS DE BECCARIA, 3",,scastillo@fguma.es,,"L a V: 08:00 a 21:00  (horario lectivo)
",,PRIVADA,No,No,952137276,,POINT (-4.472256560927087 36.71803949110014),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e02,6220845,,,,,,,-1,0,-1,,,3521,DEA_657,UMA Facultades CC. De la Educación y Psicología (Conserjería),"BULEVAR LOUIS PASTEUR, 25",,,,"L-M-X-J-V de 8 a 21 h.
S de 8 a 14 h.",,UMA,No,No,952132434,,POINT (-4.469112204125423 36.716775561750616),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e01,6220846,,,,,,,-1,0,-1,,,7129,DEA_689,"UMA SCI/SCAI. A la entrada del edificio, a la derecha.","BULEVAR LOUIS PASTEUR, 33",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto.",,UMA,No,No,952131988,,POINT (-4.473551084551605 36.71604635711718),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e00,6220847,,,,,,,-1,0,-1,,,3524,DEA_661,UMA Facultad de Ciencias,"BULEVAR LOUIS PASTEUR, 31",,,,"L-M-X-J-V de 8 a 21 h.
S de 8 a 14 h.",,UMA,No,No,952131995,,POINT (-4.472818487778673 36.71625246604415),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dff,6220848,,,,,,,-1,0,-1,,,7040,DEA_680,UMA Contenedor Cultural (Frente puerta principal),"BULEVAR LOUIS PASTEUR, 29",,,,08:00 a 21:00 horario lectivo,,OTRAS,No,No,951953062,,POINT (-4.4717829690407696 36.7163391231869),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dfe,6220849,,,,,,,-1,0,-1,,,7050,DEA_681,"UMA JARDIN BOTANICO. En el acceso al ascensor, totalmente visible desde la puerta principal al Jardín.","BULEVAR LOUIS PASTEUR, 29",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto",,UMA,No,No,952136710,,POINT (-4.471787767201931 36.71638358310822),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dfd,6220850,,,,,,,-1,0,-1,,,7038,DEA_678,UMA Biblioteca General (hall principal junto puerta entrada),"BULEVAR LOUIS PASTEUR, 28",,,,08:00 a 21:00 horario lectivo,,OTRAS,No,No,952132303,,POINT (-4.471301568214868 36.71760378131785),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dfc,6220851,,,,,,,-1,0,-1,,,6825,DEA_561,METRO Estación Universidad,"BULEVAR LOUIS PASTEUR, 30",,j.ocana@metromalaga.es,,24H.,,PRIVADA,No,No,952061641,,POINT (-4.472082238025654 36.71728894371629),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dfb,6220852,,,,,,,-1,0,-1,,,3211,DEA_051,Policía Local GIP(entrada),"CALLE JOSÉ ORTEGA LUQUE, 18",,lurbano@malaga.eu,,24h,,MUNICIPAL,No,No,951927600,,POINT (-4.449861082927842 36.72484202965312),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dfa,6220853,,,,,,,-1,0,-1,,,3527,DEA_665,UMA E.T.S.I. Informática y Telecomunicaciones (Cerca de Conserjería),"BULEVAR LOUIS PASTEUR, 35",,,,"L-M-X-J-V de 8 a 21 h.
",,UMA,No,No,952132700,,POINT (-4.47601638635663 36.71582388526673),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df9,6220854,,,,,,,-1,0,-1,,,3528,DEA_666,"UMA E.T.S.I. Informática y Telecomunicaciones (Módulo 3, Pl. 0, Aula 401)","BULEVAR LOUIS PASTEUR, 35",,,,"L-V de 8 a 21 h.
",,UMA,No,No,952132700,,POINT (-4.475938138237068 36.71586301502906),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df8,6220855,,,,,,,-1,0,-1,,,7028,DEA_675,"UMA Aulario ""Rosa de Gálvez"" (Entrada bajo TV)","BULEVAR LOUIS PASTEUR, 35",,,,08:00 a 21:00 horario lectivo,,OTRAS,No,No,952132298,,POINT (-4.475607379036149 36.71467781666233),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df7,6220856,,,,,,,-1,0,-1,,,7130,DEA_690,UMA COMPL. POLIDEPORTIVO. Planta baja del edificio,"BULEVAR LOUIS PASTEUR, 39",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto.",,UMA,No,No,951953030,,POINT (-4.480886275418856 36.716350085143056),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df6,6220857,,,,,,,-1,0,-1,,,3217,DEA_041,Policía Local Centro (Entrando a la derecha),"AVENIDA DE LA ROSALEDA, 19",,famartin@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.42535790891956 36.72476637680085),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df5,6220858,,,,,,,-1,0,-1,,,3523,DEA_662,UMA Facultad de Filosofía y Letras (Conserjería),"BULEVAR LOUIS PASTEUR, 27",,,,"L-M-X-J-V de 8 a 21 h.
S de 8 a 14 h.",,UMA,No,No,952131688,,POINT (-4.47076427712549 36.71655513291663),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df4,6220859,,,,,,,-1,0,-1,,,3522,DEA_660,UMA Facultad de Derecho (Entrada),"BULEVAR LOUIS PASTEUR, 26",,,,"L-M-X-J-V de 8 a 21 h.
S de 8 a 14 h.",,UMA,No,No,952132339,,POINT (-4.469498969375793 36.71761959188071),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df3,6220860,,,,,,,-1,0,-1,,,3525,DEA_663,UMA Facultad de Medicina (Entrada),"BULEVAR LOUIS PASTEUR, 32",,,,"L-M-X-J-V de 8 a 21 h.
S de 8 a 14 h.",,UMA,No,No,952131542,,POINT (-4.47423154857635 36.716966457690525),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df2,6220861,,,,,,,-1,0,-1,,,3526,DEA_664,UMA Facultad de Medicina (Conserjería),"BULEVAR LOUIS PASTEUR, 32",,,,"L-M-X-J-V de 8 a 21 h.
S de 8 a 14 h.",,UMA,No,No,952131542,,POINT (-4.47412267874063 36.71705684471852),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df1,6220862,,,,,,,-1,0,-1,,,65544,DEA_735,UMA Servicios Sanitarios de PRL,"BULEVAR LOUIS PASTEUR, 32",,prevencion@uma.es,,"De L a J 09:00 a 19:00 h.
V de 09:00 a 14:00 H.",,PRIVADA,No,No,952137061,,POINT (-4.47423154857635 36.716966457690525),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1df0,6220863,,,,,,,-1,0,-1,,,3200,DEA_038,Bomberos Alameda- Teatinos  (Despacho de mando),"CALLE ISOLDA, 7",,cgabari@malaga.eu,,24 horas,,MUNICIPAL,No,No,951929560,,POINT (-4.470265700414863 36.70898100525906),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1def,6220864,,,,,,,-1,0,-1,,,80087,DEA_808,PROMÁLAGA ÁLAMOS (CENTESIMAL),"CALLE ÁLAMOS, 34",,areainnovacion@malaga.eu,,8:00-15:00h (L-V no festivos),,PRIVADA,No,No,,,POINT (-4.418762932164196 36.72334674914308),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dee,6220865,,,,,,,-1,0,-1,,,7924,DEA_612,CP Colegio Oficial de Enfermeía de Málaga (Entrada),"CALLE JUAN DE HERRERA, 38",,secretariotecnico@colegioenfermeriamalaga.es,,"INVIERNO (16 Sept a 30 Jun) L a J  08:00 a 18:00 V 08:00 a 16:00
VERANO (1 Jul a 15 Sept) L a V 08:00 a 15:00
ESPECIAL 5 a 31 Dic.5 Ene, Lunes, martes y miércoles santo, 24 y 31 Dic
 09:00 a 15:00",,PRIVADA,No,No,952395320,,POINT (-4.427868379555762 36.726006454435804),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ded,6220866,,,,,,,-1,0,-1,,,80431,DEA_814,CEIP HANS CHRISTIAN ANDERSEN (CENTESIMAL),"CALLE DULCE CHACÓN, 1",,areainnovacion@malaga.eu,,7:00-18:00 (L-V),,PRIVADA,No,No,951298540,,POINT (-4.438511357137815 36.70998355741116),No,84
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dec,6220867,,,,,,,-1,0,-1,,,12524,DEA_344,BOMBEROS (Parque Las Pirámides)(R2-9812 CTG),"CALLE ISOLDA, 11",,scgalvez@malaga.eu,,24 h.,,MUNICIPAL,No,No,951928987,,POINT (-4.47064123822651 36.7090066626306),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1deb,6220868,,,,,,,-1,0,-1,,,9044,DEA_625,CP COLEGIO ADMINISTRADORES DE FINCAS DE MÁLAGA Y MELILLA (recepción),"CALLE COMPOSITOR LEHMBERG RUIZ, 10",,info@cafmalaga.com,,"L-J 9 A 17 H
V 8-15 H",,PRIVADA,No,No,952302221,,POINT (-4.432046660921281 36.71803047463397),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dea,6220869,,,,,,,-1,0,-1,,,12605,DEA_456,Ibis Málaga Centro Ciudad (recepción),"CALLE CERROJO, 1",,,,24h,,PRIVADA,No,No,952070741,,POINT (-4.4264298447263695 36.7200044020691),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de9,6220870,,,,,,,-1,0,-1,,,9024,DEA_624,EMPRESA HOTEL Málaga Alameda Centro (Recepción entrada cuarto maletas),"AVENIDA DE LA AURORA, 31",,Jorge.saez@melia.com,,24h.,,PRIVADA,No,No,952368020,,POINT (-4.432729581099833 36.715971088095195),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de8,6220871,,,,,,,-1,0,-1,,,13764,DEA_515,CENTRO CIUDADANO LAS CASTAÑETAS,"CALLE REBUJINA, 18",,rrus@malaga.eu,,"L a J 9:00 a 13:00h. y 15:30-19:30h.
V: 10:00-13:00",,MUNICIPAL,No,No,951926079,,POINT (-4.549702431965798 36.70811101986376),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de7,6220872,,,,,,,-1,0,-1,,,3754,DEA_125,Protección Civil Base ADTV(entrando de frente),"CALLE HUERTO DE MONJAS, 39",,jabenitez@malaga.eu,,L a V 8:00 a 15:00h,,MUNICIPAL,No,No,,,POINT (-4.42532919886375 36.72591528690337),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de6,6220873,,,,,,,-1,0,-1,,,11624,DEA_366,ASOCIACIÓN DE VECINOS LA TÉRMICA,"CALLE NUESTRA SEÑORA DE LAS CANDELAS, 11",,,,L a V de 10:00 a 14:00 y de 18:00 a 22:00h.,,MUNICIPAL,No,No,,,POINT (-4.449689012488116 36.68725239221208),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de5,6220874,,,,,,,-1,0,-1,,,3203,DEA_008,Centro Servicios Sociales Puerto de la Torre (Recepción),"CALLE LARA CASTAÑEDA, 61",,jbernal@malaga.eu,,"L-V   8:00 a 15:00 h 
",,MUNICIPAL,No,No,951926070,,POINT (-4.483489623336125 36.73326785338142),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de4,6220875,,,,,,,-1,0,-1,,,14227,DEA_702,BIBLIOTECA CRISTOBAL CUEVAS,"PLAZA DE EDUARDO DATO, 1",,jdltorre@malaga.eu// biblio.ccuevas@malaga.eu,,"L a V 9:30 a 14:00 h.
L y Mier. 16:30 a 20:30 h.",,MUNICIPAL,No,No,951926184,,POINT (-4.436302906323166 36.729579865517834),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de3,6220876,,,,,,,-1,0,-1,,,9865,DEA_633,EMPRESA CLINICA MAXILUM (GABINETE 1),"CALLE GABRIEL CELAYA, 7",,josem.herrero@oralyfacialmalaga.com,,"16 sep al 14 de jun de L a J de 9:30 h a 13:30 h y de 16:30 h a 20:30 h,
V de 9:00 h a 17:00 h.
Del 15 de jun al 15 de sep l y m de 9:30 h a 13:30 h y de 16:30 h a 20:30 h, v de 9:00 h a 17:0h0h.",,PRIVADA,No,No,951468833,,POINT (-4.431699085420324 36.71472076993768),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de2,6220877,,,,,,,-1,0,-1,,,7266,DEA_231,ÁREA Puerta Única (Recepción),"CALLE HUERTO DE MONJAS, 29",,puertaunica@malaga.eu,,L-V 08:00 a 21:00h,,MUNICIPAL,No,No,951926093,,POINT (-4.425011875089796 36.725971182441704),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de1,6220878,,,,,,,-1,0,-1,,,74513,DEA_760,"TOTEM ( Avda. de la Luz, 13)","AVENIDA DE LA LUZ, 13",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.452970499453078 36.69672923942315),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1de0,6220879,,,,,,,-1,0,-1,,,12325,DEA_430,"TOTEM ( Anda. del Doctor Marañón, 41)","AVENIDA DEL DOCTOR MARAÑÓN, 41",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,,,POINT (-4.428455154184255 36.73150819223718),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ddf,6220880,,,,,,,-1,0,-1,,,14228,DEA_703,MERCADO BAILEN,"PLAZA BAILÉN, 8",,mnaranjo@malaga.eu,,L a S de 8:00 a 15:00 h.,,MUNICIPAL,No,No,630057104,,POINT (-4.431811660279555 36.724382185101334),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dde,6220881,,,,,,,-1,0,-1,,,3702,DEA_144,Centro Ciudadanos Antonio Sánchez Gómez,"CAMINO DE CASTILLEJOS, 6",,cmontero@centralciudadana.es,,De L a V de  09:00 A 15:00 Y DE 17:00 A 21:00 H,,MUNICIPAL,No,No,952070220,,POINT (-4.445357431352619 36.7254832746434),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ddd,6220882,,,,,,,-1,0,-1,,,10484,DEA_642,"EMPRESA COVEI, S.L.  (CONCESIONARIO IVECO) Planta baja","CARRETERA AZUCARERA-INTELHORCE, 78",,info@covei.com,,"L a V: 8:00 A 19:00 H.
S: 8:00  A 13:00 H.
",,PRIVADA,No,No,952176633,,POINT (-4.491738602075619 36.69346526776442),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ddc,6220883,,,,,,,-1,0,-1,,,80085,DEA_807,PROMALAGA CRUZ DE HUMILLADERO (CENTESIMAL),"CALLE FERNÁNDEZ FERMINA, 16",,areainnovacion@malaga.eu,,8:00-15:00h (L-V no festivos),,PRIVADA,No,No,,,POINT (-4.442982039869789 36.71335835911583),No,75
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ddb,6220884,,,,,,,-1,0,-1,,,13729,DEA_513,CENTRO CIUDADANO COLINAS DE TOQUERO,"CAMINO DE LOS ALMENDRALES, 12",,colinatoquero@gmail.com,,L a S 17:30 a 21:30 h.,,MUNICIPAL,No,No,653782147,,POINT (-4.405815207942776 36.73571677203995),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dda,6220885,,,,,,,-1,0,-1,,,73927,DEA_749,CULTURA MUSEO POMPIDOU,"PASEO DE LOS CURAS, 4",,mm.coordinador@grupo-omega.es,,Martes Cerrado. L a D de 09:30 a 20:00 h.,,MUNICIPAL,No,No,689556790,,POINT (-4.413217383224968 36.7193705333608),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd9,6220886,,,,,,,-1,0,-1,,,7126,DEA_686,"UMA GREEN RAY. Enfrente de la puerta principal de acceso al edificio, a mano derecha.","BULEVAR LOUIS PASTEUR, 47",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto.",,UMA,No,No,951952983,,POINT (-4.497104058655885 36.71881602821323),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd8,6220887,,,,,,,-1,0,-1,,,3637,DEA_087,Parking Camas (Fuera cabina control),"PLAZA ENRIQUE GARCÍA-HERRERA, 18",,jmcano@smassa.es,,08:00-22:00,,MUNICIPAL,No,No,952220742,,POINT (-4.42442234112277 36.71981850672205),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd7,6220888,,,,,,,-1,0,-1,,,80473,DEA_830,PISTAS DEPORT. BURRITO,"CALLE VICENTE ALEIXANDRE, 8",,escualfutbolsaladavidburrito@gmail.com,,L-V DE 16.00 A 22.00 Sábado y domingo cuando hay partido,,MUNICIPAL,No,No,,,POINT (-4.444116512321079 36.6998174313158),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd6,6220889,,,,,,,-1,0,-1,,,3633,DEA_083,Parking San Juan (cabina control),"CALLE COMPOSITOR LEHMBERG RUIZ, 18",,jmcano@smassa.es,,08:00-22:00,,MUNICIPAL,No,No,952612642,,POINT (-4.432675732007321 36.71797918318357),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd5,6220890,,,,,,,-1,0,-1,,,79638,DEA_790,TÓTEM C/ GRAN BRETAÑA,"CALLE GRAN BRETAÑA, 5",,jtoscano@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.490174702707622 36.70381488719451),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd4,6220891,,,,,,,-1,0,-1,,,13050,DEA_479,CEIP SALVADOR RUEDA,"CALLE DONATO JIMÉNEZ, 8",,29009259.edu@juntadeandalucia.es,,L a V de 9:00 a 14:00 h.,,PRIVADA,No,No,951298739,,POINT (-4.4220571973093445 36.73946493849407),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd3,6220892,,,,,,,-1,0,-1,,,7138,DEA_211,Centro Ciudadano Puerta Málaga (Pasillo),"CALLE DOLORES IBÁRRURI, 12",,nani1966-3@hotmail.com,,M y J de 16:30 a 19:30 h.,,MUNICIPAL,No,No,677389112,,POINT (-4.463070633617788 36.69670351399584),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd2,6220893,,,,,,,-1,0,-1,,,8308,DEA_249,EMPRESA EMASA Peñon (Armario entrada edificio central),"CALLE PEZ ESPADA, 3",,registro@emasa.es,,24h,,PRIVADA,No,No,682796002,,POINT (-4.332765424828514 36.72070695971217),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd1,6220894,,,,,,,-1,0,-1,,,7004,DEA_668,UMA Escuela Intantil (Vestibulo entrada modulo 1),"BULEVAR LOUIS PASTEUR, 23",,,,L-V 8:00 a 21:00 hotario lectivo,,PRIVADA,No,No,952131113,,POINT (-4.4681263013061985 36.71691875952398),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dd0,6220895,,,,,,,-1,0,-1,,,65526,DEA_734,UMA IHSM,"BULEVAR LOUIS PASTEUR, 49",,prevencion@uma.es,,De 09:00 a 21:00 h. En horario lectivo.,,PRIVADA,No,No,951952983,,POINT (-4.498063564240006 36.71902621396308),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dcf,6220896,,,,,,,-1,0,-1,,,4022,DEA_567,EMPRESA Vals Sport Churriana( recepción),"CALLE MAESTRO TOMÁS BRETÓN, 35",,majimenez@valssport.com,,"L a V: 7:30h A 22:30h
Sábados, Domingos y Fest. 09:00 a 15:00 h",,PRIVADA,No,No,952622262,,POINT (-4.502316170130676 36.661806439725105),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dce,6220897,,,,,,,-1,0,-1,,,6826,DEA_562,METRO Estación Andalucía Tech,"BULEVAR LOUIS PASTEUR, 48",,j.ocana@metromalaga.es,,24h.,,PRIVADA,No,No,952061641,,POINT (-4.493969368837486 36.71868436159402),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dcd,6220898,,,,,,,-1,0,-1,,,7165,DEA_217,Centro Ciudadano Antonio Beltrán Lucena (Hall a la derecha),"CALLE JACOB, 22",,montillaanama@hotmail.com,,L a V 8:00 a 14:00 y 17:00 a 20:00 h.,,MUNICIPAL,No,No,667852983,,POINT (-4.549029399064604 36.72767112879028),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dcc,6220899,,,,,,,-1,0,-1,,,74519,DEA_766,"TOTEM (Praga,12)","CALLE PRAGA, 12",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.544311012878873 36.723392063921935),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dcb,6220900,,,,,,,-1,0,-1,,,7026,DEA_673,"UMA Aulario ""Juan Antonio Ramírez"" (Entrada Dcha.)","AVENIDA DEL DOCTOR MANUEL DOMÍNGUEZ, 10",,,,08:00 a 21:00 horario lectivo,,OTRAS,No,No,952132298,,POINT (-4.467838705953206 36.71532546203637),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dca,6220901,,,,,,,-1,0,-1,,,6684,DEA_596,"EMPRESA El Corte Inglés Bahía Málaga (Planta baja, zona joyería)","CALLE HAMLET, 2",,,,10:00 a 22:00,,PRIVADA,No,No,952350605,,POINT (-4.459623570637255 36.71034947782662),No,82
